어휘,등급
중고등학생,4
중고생,4
중고차,4
중고품,4
중공군,4
중공업,4
중금속,4
중기,4
중년,4
중노동,4
중등,4
중략,4
중량,4
중력,4
중류,4
중립,4
중립주의,4
중매,4
중병,4
중복,4
중복,4
중부,4
중산층,4
중성,4
중심가,4
중심부,4
중심선,4
중심인물,4
중심적,4
중앙선,4
중앙청,4
중요도,4
중요시하다,4
중인,4
중장,4
중장비,4
중재,4
중점적,4
중증,4
중창,4
중추,4
중턱,4
중형,4
중화학,4
중히,4
쥐덫,4
쥐며느리,4
쥐불,4
쥐불놀이,4
쥐색,4
즉사하다,4
즉위,4
즉위식,4
즉위하다,4
즉흥,4
즐거이,4
증가되다,4
증감,4
증강,4
증권,4
증대,4
증대되다,4
증류수,4
증발되다,4
증발하다,4
증산,4
증서,4
증손녀,4
증식하다,4
증언,4
증언하다,4
증조,4
증조모,4
증조부,4
증조할머니,4
증조할머님,4
증조할아버지,4
증진,4
증진하다,4
증폭,4
증폭되다,4
증표,4
증후군,4
지각,4
지각,4
지구력,4
지구본,4
지구의,4
지구촌,4
지그시,4
지급,4
지급하다,4
지긋하다,4
지도층,4
지동설,4
지략,4
지레,4
지렛대,4
지령,4
지뢰밭,4
지리,4
지리적,4
지망생,4
지면,4
지면,4
지명,4
지명되다,4
지명하다,4
지목되다,4
지불하다,4
지사제,4
지새우다,4
지성,4
지성,4
지성인,4
지성적,4
지소,4
지속,4
지시문,4
지압하다,4
지엄하다,4
지역감정,4
지연되다,4
지열,4
지온,4
지원,4
지원금,4
지원병,4
지원하다,4
지인,4
지적되다,4
지점토,4
지정,4
지정사,4
지정석,4
지정하다,4
지주,4
지지,4
지지배배,4
지진계,4
지진대,4
지질,4
지질학,4
지체,4
지출되다,4
지출액,4
지출하다,4
지층,4
지치다,4
지침,4
지평선,4
지표,4
지표면,4
지하자원,4
지향,4
지향하다,4
지혈,4
지형도,4
지화자,4
지휘관,4
지휘법,4
직거래,4
직결되다,4
직공,4
직급,4
직녀,4
직렬,4
직류,4
직매장,4
직매점,4
직면하다,4
직무,4
직사광선,4
직선제,4
직설적,4
직속,4
직업관,4
직업인,4
직위,4
직책,4
직하다,4
직행,4
진격,4
진군하다,4
진귀하다,4
진눈깨비,4
진단하다,4
진동수,4
진동하다,4
진딧물,4
진땀,4
진료비,4
진료소,4
진맥,4
진맥하다,4
진미채,4
진보,4
진보적,4
진분홍빛,4
진분홍색,4
진상,4
진솔하다,4
진술,4
진압,4
진압되다,4
진압하다,4
진열되다,4
진입로,4
진전,4
진정제,4
진지,4
진찰권,4
진취적,4
진탕,4
진학,4
진학하다,4
질감,4
질겁하다,4
질겅질겅,4
질량,4
질문지,4
질산,4
질식,4
질척거리다,4
질환,4
짐작되다,4
짐짓,4
짐짝,4
집게발,4
집게벌레,4
집결하다,4
집계하다,4
집권하다,4
집념,4
집단행동,4
집들이,4
집배원,4
집세,4
집어삼키다,4
집짐승,4
집짓기,4
집채,4
집터,4
집파리,4
집필,4
집필하다,4
집합하다,4
집행,4
집행부,4
집행하다,4
집현전,4
집회,4
집히다,4
짓궂다,4
짓무르다,4
짓이기다,4
징계하다,4
징병,4
징수하다,4
징역,4
징역형,4
징용,4
징용되다,4
짙어지다,4
짙푸르다,4
짚단,4
짜개다,4
짜이다,4
짜임,4
짜임새,4
짝짜꿍,4
짠물,4
짠하다,4
짬,4
째다,4
짹짹거리다,4
쨍하다,4
쩌렁쩌렁,4
쩌렁쩌렁하다,4
쪼록쪼록,4
쪼르륵,4
쪽박,4
쪽배,4
쪽빛,4
쪽수,4
쫄랑쫄랑,4
쫄쫄,4
쫒다,4
쭈글쭈글,4
쭈룩쭈룩,4
쭈뼛,4
쭈뼛거리다,4
쭈뼛쭈뼛,4
쭉정이,4
쯧,4
찌,4
찌르레기,4
찍찍,4
찍찍,4
찍찍,4
찐만두,4
찔레,4
찜닭,4
찜질하다,4
찜통,4
찡긋,4
찡긋하다,4
찢기다,4
차고,4
차관,4
차기,4
차기작,4
차단,4
차단기,4
차단기,4
차단하다,4
차도,4
차디차다,4
차려,4
차렷,4
차로,4
차림새,4
차림표,4
차별적,4
차별화,4
차분차분,4
차선,4
차시,4
차이나타운,4
차질,4
차체,4
차츰차츰,4
차트,4
착시,4
착안하다,4
착오,4
착잡하다,4
착지,4
착지하다,4
착취,4
찬,4
찬반,4
찬양하다,4
찬장,4
찰과상,4
찰나,4
찰떡,4
찰랑찰랑,4
찰밥,4
찰싹,4
찰싹찰싹,4
찰찰,4
찰칵찰칵,4
참값,4
참나물,4
참답다,4
참뜻,4
참모,4
참모습,4
참배,4
참배나무,4
참배하다,4
참사랑,4
참숯,4
참신하다,4
참전,4
참정권,4
참조,4
참조기,4
참판,4
참혹하다,4
참회하다,4
참흙,4
찹쌀가루,4
찻삯,4
창간하다,4
창덕궁,4
창던지기,4
창립,4
창살,4
창설,4
창설하다,4
창시자,4
창시하다,4
창안하다,4
창작물,4
창작하다,4
창제,4
창조,4
창조적,4
창조하다,4
창출,4
창출하다,4
창포물,4
창호지,4
찾아들다,4
채,4
채비,4
채색,4
채색하다,4
채송화,4
채용,4
채용하다,4
채점,4
채집,4
채찍,4
채찍질,4
채찍질하다,4
채취,4
채택,4
채택되다,4
채택하다,4
책략,4
책망하다,4
책받침,4
책벌레,4
책상다리,4
책임자,4
처가,4
처갓집,4
처남,4
처단하다,4
처리장,4
처벌되다,4
처분,4
처분하다,4
처절하다,4
처참하다,4
처형되다,4
척결하다,4
척박하다,4
척척박사,4
척추동물,4
천금,4
천년만년,4
천당,4
천대,4
천대하다,4
천도교,4
천만,4
천문,4
천문대,4
천문학,4
천문학자,4
천박하다,4
천부적,4
천상,4
천시,4
천연가스,4
천연기념물,4
천연두,4
천연색,4
천연자원,4
천왕,4
천왕성,4
천인,4
천주,4
천주교,4
천주학,4
천진난만하다,4
천진하다,4
천체,4
천하장사,4
천하제일,4
천혜,4
천황,4
철,4
철,4
철갑,4
철강,4
철거,4
철거되다,4
철공소,4
철광석,4
철교,4
철기,4
철길,4
철딱서니,4
철마,4
철망,4
철모,4
철모르다,4
철벅철벅,4
철분,4
철수하다,4
철썩철썩,4
철인,4
철재,4
철제,4
철책,4
철철,4
철칙,4
철커덕,4
철커덩,4
철컥철컥,4
철탑,4
철퇴,4
철퍼덕,4
철폐,4
철학,4
철학자,4
철회하다,4
첨가되다,4
첨가물,4
첨벙거리다,4
첨벙첨벙,4
첨부,4
첩,4
첩첩이,4
첫걸음,4
첫마디,4
첫사랑,4
첫소리,4
첫여름,4
첫인사,4
청결,4
청결하다,4
청과,4
청과물,4
청구,4
청구권,4
청구서,4
청구하다,4
청국장,4
청국장찌개,4
청나라,4
청년단,4
청동,4
청동기,4
청둥오리,4
청력,4
청록,4
청명하다,4
청문회,4
청사,4
청사진,4
청산하다,4
청설모,4
청소되다,4
청소부,4
청승맞다,4
청아하다,4
청양고추,4
청어,4
청와대,4
청운교,4
청원하다,4
청정,4
청주,4
청중,4
청진,4
청춘,4
청취자,4
청취하다,4
체결,4
체결되다,4
체결하다,4
체계적,4
체급,4
체내,4
체득하다,4
체류,4
체스,4
체액,4
체온계,4
체전,4
체제,4
체증,4
체질,4
체크아웃,4
체크인,4
체통,4
체형,4
쳇,4
쳐내다,4
쳐부수다,4
초가삼간,4
초가지붕,4
초경,4
초고,4
초래하다,4
초롱,4
초목,4
초벌,4
초벌구이,4
초복,4
초빙하다,4
초사흘,4
초상,4
초상집,4
초석,4
초속,4
초시,4
초시계,4
초안,4
초월하다,4
초인적,4
초청되다,4
초청장,4
초췌하다,4
초침,4
초하루,4
초하룻날,4
초현실,4
촉구하다,4
촉수,4
촉진,4
촉진되다,4
촉진하다,4
촉촉이,4
촌락,4
촌색시,4
촌충,4
촛농,4
총각김치,4
총각무,4
총격전,4
총공격,4
총괄,4
총괄하다,4
총기,4
총대,4
총독,4
총독부,4
총동원하다,4
총량,4
총력전,4
총면적,4
총부리,4
총사령관,4
총선,4
총선거,4
총성,4
총수입,4
총액,4
총연습,4
총인구,4
총장,4
총점,4
총질,4
총책임자,4
총합,4
총화,4
총회,4
촬영지,4
최강자,4
최다,4
최단,4
최상급,4
최소,4
최소,4
최소화하다,4
최소화하다,4
최신형,4
최적,4
최전방,4
최전선,4
최종적,4
최하위,4
추구하다,4
추기경,4
추대되다,4
추대하다,4
추론,4
추론하다,4
추리다,4
추리력,4
추모하다,4
추방하다,4
추분,4
추상,4
추상적,4
추상화,4
추석빔,4
추세,4
추수철,4
추스르다,4
추시계,4
추신,4
추악하다,4
추어탕,4
추억하다,4
추월하다,4
추이,4
추임새,4
추장,4
추정,4
추정되다,4
추정하다,4
추종,4
추진,4
추진되다,4
추진력,4
추진하다,4
추천서,4
추출되다,4
추출하다,4
추측되다,4
추켜들다,4
추하다,4
추호,4
축,4
축구단,4
축구하다,4
축내다,4
축대,4
축배,4
축산,4
축산물,4
축산업,4
축음기,4
축이다,4
축적되다,4
축적하다,4
축제일,4
축지법,4
축척,4
축하연,4
축협,4
춘분,4
춘추,4
춘향가,4
춘향전,4
출가하다,4
출간되다,4
출금,4
출두,4
출렁,4
출력,4
출력하다,4
출마하다,4
출발지,4
출산율,4
출생률,4
출생하다,4
출석하다,4
출세하다,4
출시되다,4
출연진,4
출전,4
출출하다,4
출토,4
출판되다,4
출판물,4
출판하다,4
출품되다,4
출품하다,4
출항하다,4
출현하다,4
출혈,4
춤사위,4
충당하다,4
충동,4
충동적,4
충신,4
충전,4
충전기,4
충전되다,4
충족,4
충족되다,4
충직하다,4
충혈되다,4
충혼탑,4
충효,4
췌장,4
취급되다,4
취급하다,4
취나물,4
취득,4
취득하다,4
취사,4
취업률,4
취임,4
취임식,4
취임하다,4
취재,4
취재진,4
취지,4
측량,4
측량하다,4
측면,4
측우기,4
측은하다,4
측정기,4
층계,4
층수,4
층층이,4
치다,4
치렁치렁,4
치료실,4
치마저고리,4
치마폭,4
치맛자락,4
치명적,4
치밀다,4
치밀하다,4
치부하다,4
치안,4
치욕,4
치유하다,4
치장,4
치장하다,4
치중하다,4
치켜들다,4
치켜뜨다,4
치통,4
친구하다,4
친딸,4
친부,4
친분,4
친선,4
친손자,4
친아버지,4
친애하다,4
친어머니,4
친언니,4
친일,4
친자식,4
친정아버지,4
친정어머니,4
친족,4
친지,4
친필,4
친할미,4
친화력,4
친환경,4
친히,4
칠기,4
칠석,4
칠석날,4
칠순,4
칠칠하다,4
칠팔,4
칡덩굴,4
침,4
침공,4
침공하다,4
침구,4
침략기,4
침략성,4
침략자,4
침략적,4
침략하다,4
침몰되다,4
침상,4
침샘,4
침술,4
침식,4
침엽수,4
침울하다,4
침전물,4
침착,4
침착히,4
침체,4
침침하다,4
침투하다,4
침해,4
침해하다,4
칭송,4
칭송하다,4
칭하다,4
칭호,4
카나리아,4
카누,4
카디건,4
카레라이스,4
카스텔라,4
카지노,4
카카오,4
카트,4
칸나,4
칸막이,4
칼끝,4
칼륨,4
칼바람,4
칼슘,4
칼자국,4
칼집,4
캐스터,4
캠프파이어,4
캡슐,4
캥캥,4
커뮤니케이션,4
커뮤니티,4
커버,4
커브,4
커트라인,4
컨설턴트,4
컨테이너,4
컨트롤,4
컬러텔레비전,4
컴백하다,4
컹컹,4
케케묵다,4
켄트지,4
켕기다,4
켜다,4
코디네이터,4
코러스,4
코르크,4
코믹,4
코믹하다,4
코바늘,4
코브라,4
코코넛,4
콘,4
콘텐츠,4
콘트라베이스,4
콘플레이크,4
콜레라,4
콜레라균,4
콜레스테롤,4
콜록,4
콜콜,4
콤바인,4
콧김,4
콧날,4
콧물감기,4
콧바람,4
콧방귀,4
콧병,4
콧소리,4
콧속,4
콧잔등,4
콩가루,4
콩고물,4
콩국수,4
콩기름,4
콩깍지,4
콩깻묵,4
콩꼬투리,4
콩나물시루,4
콩밭,4
콩팥,4
콸콸,4
쾌락,4
쾌속선,4
쾌적하다,4
쾌활하다,4
쿠데타,4
쿵덕,4
쿵쾅거리다,4
쿵쿵거리다,4
퀭하다,4
퀴퀴하다,4
큐레이터,4
크리스마스실,4
크리스마스카드,4
크리스트교,4
크림수프,4
큰곰자리,4
큰댁,4
큰물,4
큰불,4
큰비,4
큰창자,4
클라리넷,4
클리닝,4
클릭,4
클릭하다,4
큼지막하다,4
킁킁,4
키득거리다,4
킥킥,4
킬러,4
킬로리터,4
킬킬,4
킬킬거리다,4
타격,4
타격하다,4
타국,4
타다닥,4
타당성,4
타당하다,4
타도하다,4
타래,4
타박상,4
타박타박,4
타박하다,4
타석,4
타수,4
타악기,4
타원,4
타월,4
타율,4
타율적,4
타이머,4
타자,4
타자기,4
타작,4
타파하다,4
타향살이,4
탁구공,4
탁구대,4
탄광,4
탄력,4
탄산,4
탄산수,4
탄성,4
탄소,4
탄식,4
탄식하다,4
탄알,4
탄압,4
탄압하다,4
탄약,4
탄환,4
탈놀이,4
탈바꿈,4
탈바꿈하다,4
탈북자,4
탈색,4
탈선하다,4
탈수,4
탈옥,4
탈지면,4
탈진하다,4
탈출구,4
탈춤놀이,4
탈탈,4
탈퇴,4
탈퇴하다,4
탈피,4
탈피하다,4
탈환,4
탈환하다,4
탐관오리,4
탐구하다,4
탐방하다,4
탐사선,4
탐사하다,4
탐색선,4
탐욕,4
탐지기,4
탐지하다,4
탐하다,4
탐험가,4
탐험대,4
탑승객,4
탑승구,4
탑재하다,4
태교,4
태껸,4
태산,4
태세,4
태양광,4
태양력,4
태양열,4
태연하다,4
태연히,4
태엽,4
태자,4
태초,4
태평소,4
태평하다,4
택견,4
탱자,4
탱자나무,4
터무니,4
터무니없다,4
터무니없이,4
터벅터벅,4
터울,4
터치하다,4
턱시도,4
턱없이,4
털가죽,4
털갈이,4
털끝,4
털신,4
털썩,4
털썩털썩,4
털양말,4
털외투,4
털털,4
텃새,4
테니스장,4
테마파크,4
테스트하다,4
템포,4
토굴,4
토끼뜀,4
토끼풀,4
토닥거리다,4
토닥이다,4
토대,4
토라지다,4
토론장,4
토목,4
토박이,4
토산품,4
토성,4
토성,4
토스,4
토스터,4
토시,4
토실토실,4
토양,4
토인,4
토장국,4
토종닭,4
토질,4
토핑,4
톡톡히,4
톱날,4
톱니,4
톱니바퀴,4
톱질,4
톱질하다,4
통계적,4
통계청,4
통계표,4
통고,4
통곡,4
통근,4
통근하다,4
통나무배,4
통나무집,4
통달하다,4
통발,4
통보,4
통솔,4
통솔력,4
통솔하다,4
통신망,4
통신비,4
통신사,4
통신하다,4
통용되다,4
통일부,4
통장,4
통찰,4
통치,4
통치하다,4
통통배,4
통틀어,4
통풍,4
통풍되다,4
통학,4
통학하다,4
통합,4
통행금지,4
통행하다,4
퇴각하다,4
퇴색하다,4
퇴위,4
퇴임,4
퇴임하다,4
퇴적,4
퇴적암,4
퇴치,4
퇴치하다,4
툇마루,4
투고,4
투구,4
투구,4
투기,4
투두둑,4
투명성,4
투박하다,4
투사,4
투시,4
투옥되다,4
투우,4
투입,4
투입되다,4
투입하다,4
투자하다,4
투정하다,4
투지,4
투철하다,4
투표권,4
투표소,4
투표율,4
투표일,4
투표장,4
투표함,4
투피스,4
투하되다,4
투항하다,4
툭탁거리다,4
툴툴거리다,4
퉁겨지다,4
퉁기다,4
퉁소,4
트랜스,4
트렁크,4
트레이너,4
트레이닝,4
트로이카,4
트로트,4
특권,4
특기하다,4
특명,4
특별법,4
특보,4
특사,4
특산품,4
특석,4
특성화,4
특실,4
특유,4
특정,4
특정인,4
특정하다,4
특종,4
특징적,4
특출하다,4
특파원,4
특허,4
특허청,4
특허품,4
특화,4
특효약,4
틀니,4
틀어지다,4
틈나다,4
틈타다,4
티격태격,4
티슈,4
티스푼,4
팀원,4
팀파니,4
파견,4
파견되다,4
파견하다,4
파괴력,4
파괴적,4
파급력,4
파닥거리다,4
파닥이다,4
파닥파닥,4
파도치다,4
파도타기,4
파동,4
파라솔,4
파란만장하다,4
파래,4
파르스름하다,4
파릇파릇,4
파리하다,4
파마하다,4
파면,4
파발,4
파밭,4
파벌,4
파병,4
파상풍,4
파손,4
파손하다,4
파수꾼,4
파악,4
파워,4
파장,4
파종하다,4
파편,4
파피루스,4
팍팍하다,4
판가름,4
판결문,4
판결하다,4
판매되다,4
판매량,4
판매업,4
판매용,4
판매자,4
판매장,4
판서,4
판서,4
판자촌,4
판잣집,4
판재,4
판정하다,4
판지,4
판타지,4
판판하다,4
팔각,4
팔각형,4
팔도,4
팔딱거리다,4
팔뚝,4
팔랑개비,4
팔랑거리다,4
팔레트,4
팔뼈,4
팔순,4
팔씨름,4
팔아넘기다,4
팔일오,4
팝송,4
팥고물,4
팥떡,4
팥밥,4
패,4
패기,4
패션쇼,4
패전,4
패전하다,4
패키지,4
팩시밀리,4
팬지,4
팬케이크,4
팽그르르,4
팽글팽글,4
팽나무,4
팽이채,4
팽창,4
팽창하다,4
팽팽하다,4
팽팽히,4
퍼덕거리다,4
퍼뜩,4
펀치,4
펄떡,4
펄프,4
페니실린,4
페르시아,4
페스트,4
페스티벌,4
페인트칠,4
펜싱,4
펜치,4
편곡,4
편곡하다,4
편도선,4
편마암,4
편물,4
편성,4
편성되다,4
편성표,4
편성하다,4
편승하다,4
편애,4
편애하다,4
편의,4
편입,4
편입되다,4
편입하다,4
편중되다,4
편지글,4
편지꽂이,4
편집자,4
편찬,4
편찬하다,4
편평하다,4
평균값,4
평균대,4
평균적,4
평등권,4
평론,4
평면도,4
평명,4
평사원,4
평생토록,4
평수,4
평시조,4
평안남도,4
평안도,4
평안북도,4
평양성,4
평영,4
평원,4
평정하다,4
평탄하다,4
평판,4
평평히,4
평행,4
평행하다,4
평형,4
평화상,4
평화스럽다,4
폐광,4
폐기,4
폐기물,4
폐기하다,4
폐막식,4
폐쇄되다,4
폐쇄하다,4
폐암,4
폐인,4
폐지,4
폐지하다,4
폐차,4
폐차장,4
폐해,4
폐활량,4
폐회,4
폐회식,4
포,4
포개다,4
포격하다,4
포근히,4
포대,4
포르르,4
포복,4
포수,4
포스터컬러,4
포악하다,4
포용력,4
포위되다,4
포위망,4
포유동물,4
포유류,4
포차,4
포착되다,4
포탄,4
포테이토,4
포화,4
포환,4
포환던지기,4
포획하다,4
폭,4
폭격기,4
폭군,4
폭동,4
폭력배,4
폭발력,4
폭발음,4
폭약,4
폭언,4
폭염,4
폭죽놀이,4
폴더,4
폴짝,4
폴카,4
폼,4
퐁퐁,4
표고버섯,4
표기되다,4
표류,4
표방하다,4
표백제,4
표본실,4
표시되다,4
표절,4
표주박,4
표지,4
표찰,4
표창,4
표창하다,4
표출,4
표출되다,4
표피,4
표하다,4
표현력,4
푸념,4
푸대접,4
푸드,4
푸드덕거리다,4
푸르뎅뎅하다,4
푸르르,4
푸른곰팡이,4
푸성귀,4
푸줏간,4
푸푸,4
푼돈,4
풀무,4
풀벌레,4
풀빛,4
풀색,4
풀썩,4
풀어놓다,4
풀피리,4
품,4
품값,4
품격,4
품목,4
품삯,4
품성,4
품속,4
품앗이,4
품앗이하다,4
품행,4
풋고추,4
풋과일,4
풋내기,4
풋풋하다,4
풍경화,4
풍광,4
풍금,4
풍덩풍덩,4
풍력,4
풍류,4
풍물,4
풍물놀이,4
풍부히,4
풍산개,4
풍속,4
풍속계,4
풍속화,4
풍수,4
풍요,4
풍요롭다,4
풍요하다,4
풍자,4
풍자하다,4
풍작,4
풍진,4
풍채,4
풍토,4
풍향,4
풍향계,4
풍화,4
풍화되다,4
퓨즈,4
프랑스어,4
프레젠테이션,4
프로그래머,4
프로그래밍,4
프로듀서,4
프로필,4
프리즘,4
프린트하다,4
플라스크,4
플라타너스,4
플랑크톤,4
플랫폼,4
플루트,4
피,4
피고인,4
피난길,4
피난처,4
피노키오,4
피눈물,4
피라미,4
피란,4
피로하다,4
피뢰침,4
피망,4
피맺히다,4
피부암,4
피부염,4
피서지,4
피스,4
피스톤,4
피에로,4
피켓,4
피투성이,4
픽,4
핀잔,4
필,4
필기도구,4
필기체,4
필드,4
필라멘트,4
필로폰,4
필사본,4
필수적,4
필요량,4
필체,4
핍박,4
핏발,4
핏자국,4
핏줄기,4
핑계하다,4
핑핑,4
하강하다,4
하객,4
하굣길,4
하구,4
하권,4
하급,4
하급생,4
하기는,4
하긴,4
하늘소,4
하늘하늘,4
하늬바람,4
하단,4
하대,4
하드,4
하등,4
하루갈이,4
하루바삐,4
하루속히,4
하룻강아지,4
하릴없이,4
하물며,4
하반기,4
하부,4
하산하다,4
하소연,4
하소연하다,4
하수관,4
하숙,4
하숙집,4
하여금,4
하염없이,4
하의,4
하이에나,4
하이킹,4
하자,4
하잘것없다,4
하품하다,4
하프,4
하향,4
하현달,4
학과,4
학년도,4
학년생,4
학당,4
학도병,4
학력,4
학력,4
학벌,4
학부형,4
학살,4
학살하다,4
학생증,4
학설,4
학수고대하다,4
학습장,4
학식,4
학연,4
학예,4
학우,4
학원,4
학위,4
학익진,4
한가로이,4
한가위,4
한갓,4
한과,4
한국사,4
한국학,4
한국화,4
한기,4
한길,4
한나절,4
한낱,4
한대,4
한데,4
한도,4
한들한들,4
한뜻,4
한류,4
한말,4
한목소리,4
한밤,4
한사코,4
한살이,4
한성,4
한솥밥,4
한숨에,4
한스럽다,4
한시,4
한시,4
한시바삐,4
한식집,4
한약방,4
한약재,4
한없다,4
한일,4
한적하다,4
한정,4
한족,4
한탄하다,4
한턱,4
한파,4
한평생,4
한하다,4
한해살이,4
할딱거리다,4
할미꽃,4
할아범,4
할아비,4
할애하다,4
할인되다,4
할인율,4
할인점,4
함경남도,4
함경도,4
함경북도,4
함락,4
함락되다,4
함량,4
함박꽃,4
함박웃음,4
함빡,4
함선,4
함수,4
함양,4
함유되다,4
함유량,4
함축,4
함축적,4
합격증,4
합계하다,4
합금,4
합당하다,4
합류,4
합류하다,4
합리성,4
합리화하다,4
합병,4
합병증,4
합산,4
합산하다,4
합성수지,4
합성하다,4
합작,4
합장,4
합주하다,4
합창곡,4
합판,4
핫바지,4
항,4
항거하다,4
항공로,4
항공편,4
항로,4
항문,4
항생제,4
항성,4
항암,4
항일,4
항쟁,4
항쟁하다,4
해금,4
해달,4
해당하다,4
해독,4
해독,4
해명,4
해물,4
해발,4
해빙,4
해산,4
해삼,4
해소,4
해소되다,4
해소하다,4
해수,4
해수면,4
해수욕,4
해시계,4
해어지다,4
해왕성,4
해인사,4
해임,4
해적선,4
해적질,4
해전,4
해제,4
해제되다,4
해제하다,4
해조류,4
해지다,4
해체,4
해체되다,4
해체하다,4
해초류,4
해치,4
해커,4
해코지하다,4
해킹,4
해풍,4
해프닝,4
해해,4
해협,4
핵가족,4
핵폭탄,4
핸드볼,4
핼쑥하다,4
햇발,4
행군,4
행렬,4
행방,4
행방불명,4
행사,4
행사장,4
행사하다,4
행사하다,4
행색,4
행선지,4
행세,4
행실,4
행여,4
행여나,4
행적,4
행정,4
행정부,4
행주치마,4
행차,4
행차하다,4
행태,4
행패,4
향나무,4
향락,4
향로,4
향료,4
향불,4
향신료,4
향유하다,4
향토,4
향후,4
허구,4
허기,4
허기지다,4
허둥거리다,4
허드렛일,4
허들,4
허리끈,4
허리춤,4
허리케인,4
허망하다,4
허물,4
허벅다리,4
허비하다,4
허사,4
허어,4
허영심,4
허우대,4
허위,4
허탈하다,4
허풍,4
허허벌판,4
허황되다,4
헉헉거리다,4
헌법,4
헌병,4
헌병대,4
헌신적,4
헌신짝,4
헌신하다,4
헌혈하다,4
헐겁다,4
헐떡이다,4
헐리다,4
헐벗다,4
험담,4
험담하다,4
험악하다,4
험준하다,4
헛간,4
헛걸음,4
헛걸음하다,4
헛기침,4
헛되이,4
헛발질,4
헛일,4
헤드폰,4
헤로인,4
헤어스타일,4
헤집다,4
헬륨,4
헬스장,4
혀뿌리,4
혁명,4
혁명가,4
혁명적,4
혁신,4
혁신적,4
현대식,4
현대적,4
현대화,4
현대화되다,4
현명,4
현무암,4
현실화,4
현악,4
현악기,4
현자,4
현지,4
현지인,4
현혹,4
현황,4
혈기,4
혈연,4
혈연관계,4
혈육,4
혐오,4
혐의,4
협곡,4
협동성,4
협상,4
협상하다,4
협약,4
협의,4
협의하다,4
협의회,4
협주곡,4
형광,4
형무소,4
형법,4
형부,4
형상,4
형상화하다,4
형성되다,4
형성하다,4
형수,4
형수님,4
형식적,4
형용사,4
형제애,4
형틀,4
형편없이,4
형평성,4
형형색색,4
호,4
호들갑스럽다,4
호란,4
호랑나비,4
호령,4
호롱불,4
호르르,4
호르몬,4
호른,4
호명,4
호명하다,4
호박고지,4
호박꽃,4
호박엿,4
호박잎,4
호반,4
호사스럽다,4
호소하다,4
호시탐탐,4
호외,4
호응하다,4
호적,4
호전되다,4
호주,4
호치키스,4
호호백발,4
호화,4
호화스럽다,4
혹독하다,4
혹부리,4
혹사,4
혹성,4
혹평하다,4
혼돈,4
혼돈하다,4
혼란하다,4
혼란하다,4
혼령,4
혼례식,4
혼비백산,4
혼사,4
혼색,4
혼잡,4
혼합물,4
혼합하다,4
혼혈,4
홀라당,4
홀로그램,4
홀리다,4
홀소리,4
홀씨,4
홀아버지,4
홀아비,4
홀어머니,4
홀어미,4
홀연히,4
홍길동,4
홍길동전,4
홍보물,4
홍색,4
홍어,4
홍역,4
홍익,4
홍익인간,4
홍학,4
홍합,4
홑눈,4
홑이불,4
화강석,4
화관,4
화교,4
화기애애하다,4
화끈화끈하다,4
화덕,4
화랑,4
화롯가,4
화롯불,4
화문석,4
화물선,4
화병,4
화병,4
화산대,4
화산섬,4
화산재,4
화살촉,4
화선지,4
화성암,4
화씨,4
화원,4
화장술,4
화전,4
화제,4
화젯거리,4
화질,4
화친,4
화톳불,4
화판,4
화평,4
화포,4
화폭,4
화학자,4
화학적,4
화합물,4
확대도,4
확대되다,4
확대하다,4
확립,4
확립되다,4
확립하다,4
확보,4
확보되다,4
확보하다,4
확산하다,4
확인서,4
확충,4
환각,4
환각제,4
환갑,4
환경부,4
환기,4
환기하다,4
환산하다,4
환심,4
환영,4
환웅,4
환율,4
환인,4
환절기,4
환조,4
환청,4
환풍기,4
환호성,4
환희,4
활개,4
활력소,4
활성화,4
활성화되다,4
활성화하다,4
활시위,4
활약상,4
활엽수,4
활용법,4
활자,4
활주로,4
황갈색,4
황금기,4
황금색,4
황무지,4
황색,4
황소개구리,4
황송하다,4
황실,4
황홀하다,4
홰,4
회갑,4
회갑연,4
회견,4
회군,4
회귀선,4
회담,4
회담하다,4
회로,4
회복실,4
회수,4
회오리바람,4
회원국,4
회유,4
회의록,4
회의하다,4
회장단,4
회전수,4
회전하다,4
회충,4
회피,4
회화,4
회화,4
획,4
획기적,4
횡단하다,4
횡재,4
횡재하다,4
횡포,4
횡포하다,4
효과음,4
효능,4
효력,4
효모,4
효성,4
효성스럽다,4
효율,4
효율성,4
효율적,4
효행,4
효험,4
후광,4
후궁,4
후기,4
후끈,4
후끈거리다,4
후닥닥,4
후대,4
후드득,4
후드득후드득,4
후루룩,4
후룩후룩,4
후리다,4
후미지다,4
후반부,4
후반전,4
후방,4
후보지,4
후예,4
후원,4
후원금,4
후원자,4
후원하다,4
후일,4
후자,4
후지다,4
후천적,4
후춧가루,4
후하다,4
후회막심,4
훈계,4
훈련장,4
훈수,4
훈육,4
훈장,4
훌떡,4
훌렁,4
훌쭉하다,4
훑다,4
훔치다,4
훤칠하다,4
훼손되다,4
훼손하다,4
휑하다,4
휘,4
휘감기다,4
휘감다,4
휘돌다,4
휘돌리다,4
휘둘러보다,4
휘몰다,4
휘발성,4
휘황찬란하다,4
휘휘,4
휩싸다,4
휴가철,4
휴관,4
휴관하다,4
휴교,4
휴교하다,4
휴대하다,4
휴식처,4
휴양,4
휴양림,4
휴양소,4
휴직,4
휴직하다,4
휴학,4
휴학하다,4
흉작,4
흉측하다,4
흉허물,4
흐드러지다,4
흐트러뜨리다,4
